"ID","ThoiGian","Anh","MaTram","x1","y1","x2","y2","DoChinhXac","KinhDo","ViDo","Goc","KhoangCach","DiaHinh_Cao","DiaHinh_DoDoc","DiaHinh_HuongDoc","DiaHinh_Xa","DiaHinh_MaXa","DiaHinh_Huyen","DiaHinh_MaHuyen","DiaHinh_Tinh","DiaHinh_MaTinh","DaTiepNhan","Nhan"
100,2025-09-30 14:06:21.000,/media/images/hanoi/SocSon/smoke100.jpg,SocSon,1094.87,54.96,1280.00,233.47,0.80,105.8153475248,21.2812257502,330,300.23,54.00,6.76,300.96,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
101,2025-09-30 14:21:13.000,/media/images/hanoi/SocSon/smoke101.jpg,SocSon,0.19,4.72,218.27,274.75,0.86,105.8259836840,21.2701380610,120,1401.08,46.00,15.38,187.65,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
102,2025-09-30 14:23:17.000,/media/images/hanoi/SocSon/smoke102.jpg,SocSon,0.14,0.00,205.07,215.86,0.86,105.8145160269,21.2797906325,300,200.15,53.00,16.55,329.57,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
103,2025-09-30 15:05:54.000,/media/images/hanoi/SocSon/smoke103.jpg,SocSon,1198.85,74.63,1279.96,215.14,0.82,105.8168590144,21.2811485535,0,300.23,75.00,12.12,245.38,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
104,2025-09-30 15:07:38.000,/media/images/hanoi/SocSon/smoke104.jpg,SocSon,2.06,12.64,385.05,258.00,0.89,105.8205573655,21.2799336721,60,500.38,65.00,19.68,197.20,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
105,2025-10-01 09:52:03.000,/media/images/hanoi/SocSon/smoke105.jpg,SocSon,43.87,267.70,93.50,356.56,0.84,105.8296145968,21.2671705784,120,1901.47,57.00,14.11,119.05,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
106,2025-10-03 08:35:55.000,/media/images/hanoi/SocSon/smoke106.jpg,SocSon,716.61,233.41,792.80,362.63,0.84,105.8252516030,21.2761603518,90,1000.76,92.00,21.84,150.83,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
107,2025-10-03 08:36:07.000,/media/images/hanoi/SocSon/smoke107.jpg,SocSon,0.81,246.40,84.56,372.10,0.88,105.8303657392,21.2666031384,120,2001.55,61.00,12.32,26.57,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
108,2025-10-03 08:47:27.000,/media/images/hanoi/SocSon/smoke108.jpg,SocSon,57.14,265.06,171.35,363.10,0.88,105.8295611818,21.2671152971,120,1901.47,57.00,14.11,119.05,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
109,2025-10-05 10:46:11.000,/media/images/hanoi/SocSon/smoke109.jpg,SocSon,1203.90,223.50,1255.23,295.71,0.87,105.8188314044,21.2809831194,30,400.30,59.00,4.07,300.96,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
110,2025-10-05 15:32:33.000,/media/images/hanoi/SocSon/smoke110.jpg,SocSon,752.80,248.90,861.46,360.05,0.84,105.8252384618,21.2761169941,90,1000.76,92.00,21.84,150.83,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
111,2025-10-05 15:34:17.000,/media/images/hanoi/SocSon/smoke111.jpg,SocSon,50.53,248.45,145.96,361.23,0.82,105.8295799678,21.2671346844,120,1901.47,57.00,14.11,119.05,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
112,2025-10-05 15:50:44.000,/media/images/hanoi/SocSon/smoke112.jpg,SocSon,0.00,236.88,80.62,359.76,0.82,105.8303686566,21.2666061868,120,2001.55,61.00,12.32,26.57,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
113,2025-10-05 15:53:51.000,/media/images/hanoi/SocSon/smoke113.jpg,SocSon,0.43,260.98,132.93,353.35,0.83,105.8296169395,21.2671730140,120,1901.47,57.00,14.11,119.05,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
114,2025-10-05 16:08:40.000,/media/images/hanoi/SocSon/smoke114.jpg,SocSon,1204.80,228.51,1269.78,311.40,0.86,105.8206785343,21.2794998183,60,500.38,69.00,10.36,237.72,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
115,2025-10-05 16:11:55.000,/media/images/hanoi/SocSon/smoke115.jpg,SocSon,469.45,216.99,537.59,292.76,0.88,105.8253113265,21.2763689150,90,1000.76,85.00,23.50,152.72,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
116,2025-10-06 07:31:42.000,/media/images/hanoi/SocSon/smoke116.jpg,SocSon,0.00,226.53,89.75,359.48,0.84,105.8303630537,21.2666003335,120,2001.55,61.00,12.32,26.57,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
117,2025-10-06 09:46:45.000,/media/images/hanoi/SocSon/smoke117.jpg,SocSon,1162.77,268.11,1197.55,297.69,0.81,105.8242194496,21.2760877771,90,900.69,56.00,21.54,165.68,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
118,2025-10-06 10:56:03.000,/media/images/hanoi/SocSon/smoke118.jpg,SocSon,0.05,5.61,278.44,327.49,0.87,105.8266724788,21.2695060467,120,1501.16,50.00,6.37,100.49,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
119,2025-10-06 11:32:57.000,/media/images/hanoi/SocSon/smoke119.jpg,SocSon,0.91,8.88,290.85,285.21,0.91,105.8315164561,21.2331437026,150,5304.07,17.00,2.57,84.81,Mai Đình,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
120,2025-10-06 12:06:52.000,/media/images/hanoi/SocSon/smoke120.jpg,SocSon,0.00,24.27,273.95,278.68,0.81,105.8292020298,21.2400132208,150,4503.45,19.00,3.39,74.05,Mai Đình,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
121,2025-10-06 12:47:56.000,/media/images/hanoi/SocSon/smoke121.jpg,SocSon,832.84,2.39,1058.28,195.96,0.83,105.8138424340,21.2767321217,210,300.23,58.00,11.95,0.00,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
122,2025-10-06 13:08:14.000,/media/images/hanoi/SocSon/smoke122.jpg,SocSon,976.26,1.39,1279.91,187.59,0.82,105.8168297177,21.2811574104,360,300.23,75.00,12.12,245.38,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
123,2025-10-06 14:00:04.000,/media/images/hanoi/SocSon/smoke123.jpg,SocSon,1009.15,1.56,1280.00,247.26,0.83,105.8131185265,21.2780124072,240,300.23,60.00,25.08,1.49,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
124,2025-10-06 16:34:28.000,/media/images/hanoi/SocSon/smoke124.jpg,SocSon,6.95,0.00,397.87,166.97,0.84,105.8145284244,21.2798033137,300,200.15,53.00,16.55,329.57,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
125,2025-10-06 16:49:37.000,/media/images/hanoi/SocSon/smoke125.jpg,SocSon,840.73,0.75,1075.29,162.05,0.87,105.8138400719,21.2767344579,210,300.23,58.00,11.95,0.00,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
126,2025-10-06 17:07:54.000,/media/images/hanoi/SocSon/smoke126.jpg,SocSon,1066.51,52.23,1280.00,224.04,0.85,105.8126816704,21.2691649440,180,1100.83,42.00,14.42,94.54,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
127,2025-10-06 17:20:46.000,/media/images/hanoi/SocSon/smoke127.jpg,SocSon,897.52,80.24,1158.48,327.19,0.84,105.8131255394,21.2779830720,240,300.23,60.00,25.08,1.49,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
128,2025-10-07 09:29:36.000,/media/images/hanoi/SocSon/smoke128.jpg,SocSon,439.75,83.25,798.37,233.74,0.88,105.8166945402,21.2811941916,0,300.23,69.00,18.82,236.69,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
129,2025-10-07 09:46:06.000,/media/images/hanoi/SocSon/smoke129.jpg,SocSon,1225.42,68.47,1280.00,161.08,0.85,105.8131123348,21.2780396829,240,300.23,60.00,25.08,1.49,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
130,2025-10-07 10:47:53.000,/media/images/hanoi/SocSon/smoke130.jpg,SocSon,0.00,9.43,238.24,297.03,0.80,105.8259751181,21.2701292344,120,1401.08,46.00,15.38,187.65,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
131,2025-10-07 11:35:55.000,/media/images/hanoi/SocSon/smoke131.jpg,SocSon,0.00,1.64,272.92,350.57,0.83,105.8295350352,21.2670884124,120,1901.47,57.00,14.11,119.05,Tiên Dược,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
132,2025-10-07 12:59:01.000,/media/images/hanoi/SocSon/smoke132.jpg,SocSon,954.38,239.93,1031.64,292.85,0.81,105.8206543454,21.2796023321,60,500.38,69.00,10.36,237.72,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
133,2025-10-07 13:20:48.000,/media/images/hanoi/SocSon/smoke133.jpg,SocSon,910.51,68.82,1013.91,207.25,0.83,105.8138392757,21.2767352466,210,300.23,58.00,11.95,0.00,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
134,2025-10-07 13:34:09.000,/media/images/hanoi/SocSon/smoke134.jpg,SocSon,494.41,105.02,718.86,229.35,0.87,105.8166912160,21.2811950129,360,300.23,69.00,18.82,236.69,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
135,2025-10-09 14:29:36.000,/media/images/hanoi/SocSon/smoke135.jpg,SocSon,930.46,137.59,1020.82,298.66,0.84,105.8180290276,21.2797294022,30,250.19,42.00,6.97,273.81,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
136,2025-10-09 15:10:59.000,/media/images/hanoi/SocSon/smoke136.jpg,SocSon,904.30,142.75,1004.04,267.03,0.84,105.8175148759,21.2794782849,30,190.14,41.00,8.71,280.71,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
137,2025-10-09 15:16:39.000,/media/images/hanoi/SocSon/smoke137.jpg,SocSon,1123.35,210.15,1233.78,303.00,0.84,105.8182808550,21.2794560220,30,260.20,42.00,3.75,240.26,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
138,2025-10-09 15:22:24.000,/media/images/hanoi/SocSon/smoke138.jpg,SocSon,124.63,189.64,213.91,256.22,0.85,105.8172914568,21.2794673259,60,170.13,42.00,9.87,259.22,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
139,2025-10-09 15:32:17.000,/media/images/hanoi/SocSon/smoke139.jpg,SocSon,236.99,180.38,357.61,268.40,0.80,105.8176277025,21.2794773172,60,200.15,41.00,8.71,280.71,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
140,2025-10-09 15:43:35.000,/media/images/hanoi/SocSon/smoke140.jpg,SocSon,419.00,185.72,658.96,304.18,0.87,105.8185930802,21.2794491926,60,290.22,42.00,4.79,299.05,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
141,2025-10-09 16:04:45.000,/media/images/hanoi/SocSon/smoke141.jpg,SocSon,437.47,217.21,532.34,294.79,0.82,105.8180147267,21.2793489756,60,230.17,41.00,2.00,234.46,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
142,2025-10-10 16:09:18.000,/media/images/hanoi/SocSon/smoke142.jpg,SocSon,808.13,127.21,990.83,279.02,0.80,105.8174742436,21.2795373170,30,190.14,41.00,8.71,280.71,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
143,2025-10-10 16:09:30.000,/media/images/hanoi/SocSon/smoke143.jpg,SocSon,80.82,130.02,329.58,273.30,0.86,105.8173968613,21.2794832396,60,180.14,41.00,8.71,280.71,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
144,2025-10-11 15:18:57.000,/media/images/hanoi/SocSon/smoke144.jpg,SocSon,1087.37,240.84,1177.50,303.43,0.84,105.8183354666,21.2795669924,30,270.20,42.00,3.75,240.26,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
145,2025-10-11 15:44:21.000,/media/images/hanoi/SocSon/smoke145.jpg,SocSon,210.73,137.22,319.14,254.93,0.81,105.8174385850,21.2794219742,60,180.14,38.00,5.59,253.07,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
146,2025-10-13 10:32:25.000,/media/images/hanoi/SocSon/smoke146.jpg,SocSon,1142.04,159.33,1280.00,333.85,0.82,105.8200222151,21.2800007545,30,450.34,46.00,14.70,209.74,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
147,2025-10-13 10:41:12.000,/media/images/hanoi/SocSon/smoke147.jpg,SocSon,754.41,269.19,864.77,363.57,0.82,105.8241721653,21.2754446401,90,920.70,56.00,22.78,183.89,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
148,2025-10-13 14:10:32.000,/media/images/hanoi/SocSon/smoke148.jpg,SocSon,134.32,175.03,230.76,258.38,0.88,105.8173008170,21.2794548425,60,170.13,42.00,9.87,259.22,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
149,2025-10-13 15:30:01.000,/media/images/hanoi/SocSon/smoke149.jpg,SocSon,226.37,276.76,250.38,294.14,0.80,105.8161746546,21.2732789207,180,590.45,24.00,2.31,45.00,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
150,2025-10-14 06:38:15.000,/media/images/hanoi/SocSon/smoke150.jpg,SocSon,0.00,101.79,365.78,268.15,0.81,105.8173010626,21.2794545113,60,170.13,42.00,9.87,259.22,Quang Tiến,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
151,2025-10-14 07:48:48.000,/media/images/hanoi/SocSon/smoke151.jpg,SocSon,0.45,3.57,309.09,337.01,0.91,105.8238819800,21.2752708242,120,900.69,43.00,18.95,185.44,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
152,2025-10-14 07:55:55.000,/media/images/hanoi/SocSon/smoke152.jpg,SocSon,0.00,6.84,265.51,357.94,0.83,105.8242059304,21.2752869209,120,930.71,56.00,22.78,183.89,Phù Linh,"1",Sóc Sơn,"1",Hà Nội,"1",pending,false
